of the,0.029040501303995728
in the,0.018729141161134694
to the,0.011500861092512518
on the,0.007955847868953378
and the,0.0076235131122431195
to be,0.005652030806938937
for the,0.0055135542299800284
at the,0.004940993527793331
from the,0.004858229302763631
with the,0.004657111290896406
of a,0.004529659757236173
in a,0.00436885106043481
it is,0.004333239444249264
by the,0.004076807556155267
it was,0.004038638696618816
that the,0.003979561505286966
as a,0.003492934288778751
do not,0.003463477124661333
did not,0.0031552567343237177
is a,0.0028802470600715526
with a,0.0028640049755514403
he was,0.002746841809097875
is the,0.0026392765714437836
as the,0.0025929824866337044
for a,0.002469434860578452
can be,0.0022918500173651156
the same,0.0022695181303743115
is not,0.002157308899409783
into the,0.002147079826212598
to a,0.0021436393599204425
was a,0.0021090944870409806
it 's,0.0020130955230817987
one of,0.001973076890036617
of his,0.001916356706268811
I was,0.0018805223841121647
in this,0.0018643777812721585
I 'm,0.0018568084726809841
have been,0.0018531822739333186
was not,0.001852176304907922
the first,0.0018502512205226314
had been,0.0018022235718095038
out of,0.001785247306036493
and a,0.0017768608544759263
and I,0.001756186821337353
he had,0.00175480579483262
et al,0.0017078335961205442
of this,0.0016592270615729018
she was,0.0016559854672222286
can not,0.0016515156802106193
there is,0.0016501374146611666
such as,0.0016408340431991219
this is,0.0016283134436483654
would be,0.0015570458530379215
in his,0.0015169537719293812
may be,0.0015002665083187184
all the,0.001471960662553168
the other,0.0014590983698380886
does not,0.0014467087327082763
will be,0.0014245417213180336
not be,0.0014047840425840735
that is,0.001383210819533954
on a,0.0013815237594318912
has been,0.0013808031833682653
was the,0.0013745237731253147
to do,0.001359638415377017
that he,0.001348422716473658
there was,0.0013481591450379576
if you,0.0013362232692452297
they were,0.0013140225941592806
I do,0.001296367033593762
I have,0.001290766319381933
could not,0.0012753391823727973
through the,0.0012738835601787152
the most,0.001272012181363304
as well,0.0012602352268217983
about the,0.0012550745855964775
part of,0.0012319998519449375
and then,0.0012230979000954773
they are,0.0012147751667257462
number of,0.0011881149334685335
to make,0.0011792113183930009
going to,0.0011590395462637844
to have,0.001157684133440567
you can,0.0011529700185189155
want to,0.0011366792846361842
of her,0.001135895406188241
have to,0.0011309778288211474
should be,0.0011196682408059985
a few,0.001116986322028703
over the,0.0011157656305173535
more than,0.00110582564264382
have a,0.0011040087344822815
there are,0.001102966473863984
when the,0.0010876472635946892
of their,0.00108597658626944
to get,0.00107302474546262
in which,0.0010728267217664346
and he,0.0010667477468974743
she had,0.0010665686507139935
the world,0.0010582286031608483
by a,0.0010443109768705418
New York,0.0010437490226774448
I am,0.001038412994262785
that it,0.0010341463869481854
you 're,0.001032128112006056
I had,0.0010307169478448901
as he,0.0010263519773403664
for example,0.0010260577193836294
but the,0.001014984775174068
need to,0.0010124909838978267
that I,0.0010116581068097892
if the,0.0010111622159562899
be a,0.0009915945441688458
of these,0.0009866324755043144
and that,0.0009865262119905457
to see,0.0009837572565928791
that 's,0.0009669369182641601
the time,0.00096286337823205
but I,0.0009626793921639161
he said,0.0009542973315201809
you are,0.000952383740027051
able to,0.0009499943328191162
I can,0.0009409400128291596
between the,0.0009329039364730143
are not,0.0009316843759553942
we have,0.0009062413746993
of an,0.0008956847956561898
to her,0.000895422338581958
that they,0.0008931308621251688
during the,0.0008914399433386179
well as,0.0008894575275506104
would not,0.0008853521201069522
you have,0.0008848961300469307
at least,0.0008809378682139017
and in,0.0008764809545720931
not have,0.0008759231917086989
which is,0.0008744214648878885
to his,0.0008723476714594608
the way,0.000868928710680422
is to,0.0008658878178199106
